learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
768.0,0.063676,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.002006,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.039683,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.064084,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.075426,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.001317,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.035841,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.059799,0.0,600.0,78.0,47.71863117870723,48.23529411764707,21.42857142857145,80.0,44.0,600.0,0.0
768.0,0.076479,0.0,768.0,77.0,49.776176438475815,53.06122448979592,35.21126760563381,82.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.011177,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.089168,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.120313,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.160628,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.005053,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.107176,0.0,400.0,70.0,37.558538869809546,37.499999999999986,22.077922077922068,83.5,32.89473684210527,400.0,0.0
600.0,0.124909,0.0,600.0,78.5,48.6383182035356,49.41176470588237,23.214285714285733,81.0,44.0,600.0,0.0
768.0,0.141932,0.0,768.0,77.5,50.711938663745904,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.01183,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.115916,0.0,400.0,69.0,35.47715683213654,35.41666666666665,19.48051948051947,83.0,32.23684210526316,400.0,0.0
600.0,0.150408,0.0,600.0,79.0,50.09505703422054,50.58823529411766,25.00000000000002,80.5,44.0,600.0,0.0
768.0,0.171272,0.0,768.0,77.0,49.776176438475815,53.06122448979592,35.21126760563381,83.0,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.004653,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.044273,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.074345,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.102621,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.012493,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.134782,0.0,400.0,70.0,37.85603314344898,37.499999999999986,22.077922077922068,83.0,33.55263157894737,400.0,0.0
600.0,0.173608,0.0,600.0,78.0,47.71863117870723,48.23529411764707,21.42857142857145,80.5,44.5,600.0,0.0
768.0,0.208932,0.0,768.0,77.0,49.4561037248654,53.06122448979592,35.21126760563381,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010153,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.150948,0.0,400.0,70.0,37.85603314344898,37.499999999999986,22.077922077922068,83.0,33.55263157894737,400.0,0.0
600.0,0.188474,0.0,600.0,79.0,50.09505703422054,50.58823529411766,25.00000000000002,81.0,45.0,600.0,0.0
768.0,0.24235,0.0,768.0,76.5,48.192239858906525,52.04081632653062,33.80281690140845,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.011135,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.158246,0.0,400.0,70.0,38.150706112771864,37.499999999999986,22.077922077922068,82.5,34.21052631578947,400.0,0.0
600.0,0.199441,0.0,600.0,78.0,47.71863117870723,48.23529411764707,21.42857142857145,80.0,45.0,600.0,0.0
768.0,0.252249,0.0,768.0,73.0,41.41260713898231,44.897959183673464,23.943661971830977,80.5,63.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.005244,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.036643,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.082127,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.102482,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.003175,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.040955,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.073565,0.0,600.0,78.0,47.71863117870723,48.23529411764707,21.42857142857145,80.0,44.0,600.0,0.0
768.0,0.095237,0.0,768.0,78.0,51.95982094115078,55.102040816326536,38.02816901408451,83.0,64.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.01292,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.136741,0.0,400.0,69.5,36.66943521594684,36.45833333333332,20.77922077922077,83.0,32.89473684210527,400.0,0.0
600.0,0.176878,0.0,600.0,78.5,48.6383182035356,49.41176470588237,23.214285714285733,80.5,44.0,600.0,0.0
768.0,0.219675,0.0,768.0,77.0,49.4561037248654,53.06122448979592,35.21126760563381,83.5,63.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010567,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.14792,0.0,400.0,69.5,36.970448439760276,36.45833333333332,20.77922077922077,82.5,33.55263157894737,400.0,0.0
600.0,0.186819,0.0,600.0,79.0,50.09505703422054,50.58823529411766,25.00000000000002,80.5,45.0,600.0,0.0
768.0,0.23622,0.0,768.0,73.0,40.28530354970694,44.897959183673464,23.943661971830977,81.5,62.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010177,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010479,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010527,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.133313,0.0,400.0,69.5,36.66943521594684,36.45833333333332,20.77922077922077,83.0,32.89473684210527,400.0,0.0
600.0,0.164214,0.0,600.0,78.5,48.6383182035356,49.41176470588237,23.214285714285733,80.5,44.0,600.0,0.0
768.0,0.196161,0.0,768.0,71.5,37.568455640744794,41.836734693877546,19.718309859154918,80.0,61.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.004269,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.056616,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.081773,0.0,600.0,78.5,48.6383182035356,49.41176470588237,23.214285714285733,80.5,44.0,600.0,0.0
768.0,0.112851,0.0,768.0,77.0,49.4561037248654,53.06122448979592,35.21126760563381,83.5,63.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.002911,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.041272,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.070475,0.0,600.0,78.0,47.71863117870723,48.23529411764707,21.42857142857145,80.0,44.0,600.0,0.0
768.0,0.090416,0.0,768.0,77.0,49.4561037248654,53.06122448979592,35.21126760563381,83.5,63.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.001552,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.032057,0.0,400.0,70.0,37.558538869809546,37.499999999999986,22.077922077922068,83.5,32.89473684210527,400.0,0.0
600.0,0.05755,0.0,600.0,78.5,48.6383182035356,49.41176470588237,23.214285714285733,81.0,44.0,600.0,0.0
768.0,0.08241,0.0,768.0,77.0,49.4561037248654,53.06122448979592,35.21126760563381,83.5,63.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.001285,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.029479,0.0,400.0,69.5,36.66943521594684,36.45833333333332,20.77922077922077,83.0,32.89473684210527,400.0,0.0
600.0,0.062918,0.0,600.0,77.5,46.80851063829788,47.058823529411775,19.64285714285716,79.5,44.0,600.0,0.0
768.0,0.082253,0.0,768.0,76.5,48.192239858906525,52.04081632653062,33.80281690140845,83.0,63.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.001344,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.031847,0.0,400.0,69.5,36.970448439760276,36.45833333333332,20.77922077922077,82.5,33.55263157894737,400.0,0.0
600.0,0.059036,0.0,600.0,80.0,51.96926032660903,52.941176470588246,28.57142857142859,81.5,45.0,600.0,0.0
768.0,0.078794,0.0,768.0,72.5,41.25186925870539,43.877551020408156,22.53521126760562,79.5,64.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.001222,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.028692,0.0,400.0,69.5,36.36553306905904,36.45833333333332,20.77922077922077,83.5,32.23684210526316,400.0,0.0
600.0,0.054658,0.0,600.0,78.5,48.6383182035356,49.41176470588237,23.214285714285733,81.0,43.5,600.0,0.0
768.0,0.076521,0.0,768.0,78.0,51.65366443247995,55.102040816326536,38.02816901408451,83.5,63.5,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.009212,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.137429,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.174613,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.213982,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.005679,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.058247,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.08437,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.109985,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.00211,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.033199,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.066772,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.090345,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.002747,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.022861,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.04743,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.074909,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.00995,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.084581,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.116281,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.142102,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010687,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.087999,0.0,400.0,69.5,35.436071126164265,36.45833333333332,20.77922077922077,85.0,30.263157894736842,400.0,0.0
600.0,0.128688,0.0,600.0,78.5,46.384039900249384,49.41176470588237,23.214285714285733,83.0,40.0,600.0,0.0
768.0,0.154549,0.0,768.0,76.5,46.83257918552037,52.04081632653062,33.80281690140845,86.0,57.49999999999999,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.003873,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.1097,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.128556,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.148133,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.01037,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.159003,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.196339,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.236829,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.011092,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.151004,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.191537,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.232709,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.01119,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.154823,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.192851,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.229439,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.010186,0.0,200.0,62.5,0.0,13.793103448275874,-8.695652173913052,100.0,0.0,200.0,0.0
400.0,0.154042,0.0,400.0,69.0,35.78456758156395,35.41666666666665,19.48051948051947,82.5,32.89473684210527,400.0,0.0
600.0,0.194067,0.0,600.0,78.5,49.17257683215131,49.41176470588237,23.214285714285733,80.0,44.5,600.0,0.0
768.0,0.242361,0.0,768.0,77.5,50.396825396825406,54.08163265306123,36.61971830985916,83.5,64.0,768.0,0.0
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes)
200.0,0.003135,0.0,200.0,67.0,0.0,22.352941176470605,-3.1250000000000036,100.0,0.0,200.0,0.0
400.0,0.020767,0.0,400.0,67.75,0.0,25.43352601156069,-1.5748031496063006,100.0,0.0,400.0,0.0
600.0,0.043707,0.0,600.0,66.16666666666666,0.0,27.499999999999993,-0.9950248756219136,100.0,0.0,600.0,0.0
800.0,0.068564,0.0,800.0,66.5,0.0,29.658792650918635,-0.7518796992481042,100.0,0.0,800.0,0.0
1000.0,0.085916,0.0,1000.0,66.60000000000001,0.0,27.705627705627705,-0.6024096385542175,100.0,0.0,1000.0,0.0
1200.0,0.106745,0.0,1200.0,65.5,0.0,26.595744680851062,-0.4854368932038623,100.0,0.0,1200.0,0.0
1400.0,0.13061,0.0,1400.0,65.71428571428571,0.0,27.27272727272727,-0.41841004184100916,100.0,0.0,1400.0,0.0
1600.0,0.157824,0.0,1600.0,66.0625,0.0,27.6,-0.3696857670979588,100.0,0.0,1600.0,0.0
1800.0,0.19233,0.0,1800.0,65.77777777777779,0.0,27.444051825677274,-0.32573289902278707,100.0,0.0,1800.0,0.0
2000.0,0.226471,0.0,2000.0,65.9,0.0,27.906976744186053,-0.2941176470588238,100.0,0.0,2000.0,0.0
2200.0,0.264295,0.0,2200.0,66.13636363636364,0.0,28.019323671497588,-0.2691790040376703,100.0,0.0,2200.0,0.0
2400.0,0.311827,0.0,2400.0,66.29166666666667,0.0,28.15275310834814,-0.24783147459724653,100.0,0.0,2400.0,0.0
2600.0,0.362136,0.0,2600.0,66.46153846153847,0.0,28.230452674897116,-0.2298850574712569,100.0,0.0,2600.0,0.0
2800.0,0.413257,0.0,2800.0,66.21428571428571,0.0,27.67584097859328,-0.21186440677964705,100.0,0.0,2800.0,0.0
3000.0,0.471251,0.0,3000.0,66.33333333333333,0.0,27.857142857142858,-0.19841269841270964,100.0,0.0,3000.0,0.0
3200.0,0.545782,0.0,3200.0,66.53125,0.0,27.927321668909816,-0.18709073900841508,100.0,0.0,3200.0,0.0
3400.0,0.615888,0.0,3400.0,66.82352941176471,0.0,28.24427480916031,-0.17761989342807002,100.0,0.0,3400.0,0.0
3600.0,0.683819,0.0,3600.0,66.91666666666667,0.0,27.949183303085295,-0.1682085786375032,100.0,0.0,3600.0,0.0
3800.0,0.760276,0.0,3800.0,67.05263157894737,0.0,27.88018433179723,-0.16000000000000722,100.0,0.0,3800.0,0.0
4000.0,0.864106,0.0,4000.0,66.95,0.0,27.482172243554576,-0.1515151515151685,100.0,0.0,4000.0,0.0
4200.0,0.953983,0.0,4200.0,66.9047619047619,0.0,27.829698857736222,-0.14409221902018582,100.0,0.0,4200.0,0.0
4400.0,1.057156,0.0,4400.0,66.93181818181819,0.0,27.719821162444113,-0.13764624913972023,100.0,0.0,4400.0,0.0
4600.0,1.166514,0.0,4600.0,66.93478260869566,0.0,27.467811158798284,-0.13166556945359387,100.0,0.0,4600.0,0.0
4800.0,1.301257,0.0,4800.0,66.875,0.0,27.33089579524679,-0.12594458438289122,100.0,0.0,4800.0,0.0
5000.0,1.407381,0.0,5000.0,66.8,0.0,27.384076990376222,-0.12062726176114474,100.0,0.0,5000.0,0.0
5200.0,1.521821,0.0,5200.0,66.82692307692307,0.0,27.153716216216207,-0.11607661056298454,100.0,0.0,5200.0,0.0
